movie_title,rating,genre,directors,tomatometer_rating,audience_rating
It Takes Two,PG,"Comedy, Drama, Kids & Family","Andy Tennant, Andrew Tennant",8,60
Airborne,PG,"Action & Adventure, Comedy, Drama, Kids & Family",Rob Bowman,21,60
Babes in Toyland,G,"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Jack Donohue,36,60
Bambi II,G,"Animation, Kids & Family","Jim Ballantine, Brian Pimental",50,60
America's Heart and Soul,PG,"Documentary, Special Interest",Louis Schwartzberg,50,60
The Apple Dumpling Gang,G,"Comedy, Kids & Family, Western",Norman Tokar,56,60
Executive Action,PG,"Classics, Drama, Mystery & Suspense",David Miller,57,60
Dad,PG,"Comedy, Drama",Gary David Goldberg,60,60
Always,PG,"Drama, Science Fiction & Fantasy, Romance",Steven Spielberg,67,60
A Great Wall,PG,"Art House & International, Comedy, Drama",Peter Wang,71,60
Four Flies on Grey Velvet (4 mosche di velluto grigio),PG,"Art House & International, Drama, Horror, Mystery & Suspense",Dario Argento,75,60
Dracula Has Risen From the Grave,G,"Classics, Drama, Horror, Romance",Freddie Francis,80,60
The Accidental Tourist,PG,"Comedy, Drama, Romance",Lawrence Kasdan,81,60
Downhill Racer,PG,"Action & Adventure, Classics, Drama",Michael Ritchie,84,60
Islands in the Stream,PG,Drama,Franklin J. Schaffner,88,60
King Solomon's Mines,G,"Action & Adventure, Classics, Drama","Compton Bennett, Andrew Marton",92,60
Batman vs. Two-Face,PG,,Rick Morales,100,60
The Green Berets,G,"Action & Adventure, Classics, Drama","John Wayne, Ray Kellogg",25,61
Bobby Jones: Stroke of Genius,PG,Drama,Rowdy Herrington,26,61
Battlestar Galactica,PG,"Action & Adventure, Science Fiction & Fantasy, Television",Richard A. Colla,32,61
Diary of a Wimpy Kid 2: Rodrick Rules,PG,"Comedy, Drama, Kids & Family",David Bowers,47,61
Broken Hill,PG,"Drama, Kids & Family",Dagen Merrill,50,61
Aquamarine,PG,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Elizabeth Allen,51,61
Jack Frost,G,"Animation, Kids & Family, Musical & Performing Arts, Television","Jules Bass, Arthur Rankin Jr.",57,61
Arctic Tale,G,"Documentary, Special Interest","Adam Ravetch, Sarah Robertson",61,61
2010,PG,"Mystery & Suspense, Science Fiction & Fantasy",Peter Hyams,65,61
The Brides of Dracula,G,"Classics, Horror",Terence Fisher,75,61
Cinderella III: A Twist in Time,G,"Animation, Kids & Family",Frank Nissen,75,61
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PG,"Kids & Family, Science Fiction & Fantasy",Andrew Adamson,76,61
Dangerous,G,"Classics, Drama",Alfred E. Green,80,61
Carousel,G,"Drama, Horror, Musical & Performing Arts, Romance",Henry King,83,61
Ballet 422,PG,"Documentary, Drama, Musical & Performing Arts",Jody Lee Lipes,87,61
Car Wash,PG,"Comedy, Drama, Romance",Michael Schultz,87,61
Captain Underpants: The First Epic Movie (Captain Underpants),PG,"Animation, Comedy",David Soren,88,61
The Freshman,PG,"Comedy, Drama",Andrew Bergman,93,61
The Three Musketeers,PG,"Action & Adventure, Comedy, Kids & Family, Romance",Stephen Herek,31,62
Alice in Wonderland,G,"Action & Adventure, Comedy, Kids & Family, Television",Nick Willing,33,62
Ice Age: Dawn of the Dinosaurs (Ice Age 3),PG,"Action & Adventure, Animation, Comedy, Kids & Family","Carlos Saldanha, Mike Thurmeier",46,62
An American Tail - Fievel Goes West,G,"Action & Adventure, Animation, Kids & Family, Western","Phil Nibbelink, Simon Wells",54,62
Jumanji,PG,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance",Joe Johnston,54,62
Benji the Hunted,G,"Action & Adventure, Comedy, Kids & Family",Joe Camp,56,62
All Stars,PG,"Art House & International, Comedy",Ben Gregor,56,62
Sacred Planet,G,"Documentary, Drama, Special Interest",Jon Long,58,62
Babies,PG,"Documentary, Special Interest",Thomas Balmès,68,62
Baby Boom,PG,"Comedy, Drama",Charles Shyer,74,62
Batman: The Movie,PG,"Action & Adventure, Drama, Science Fiction & Fantasy",Leslie H. Martinson,78,62
Bus Stop,G,"Comedy, Drama, Romance",Joshua Logan,79,62
Charlotte's Web,G,"Animation, Drama, Kids & Family",Gary Winick,79,62
Cairo Time,PG,"Art House & International, Drama, Romance",Ruba Nadda,81,62
Dragonslayer,PG,"Action & Adventure, Science Fiction & Fantasy",Matthew Robbins,87,62
Bang The Drum Slowly,PG,"Classics, Comedy, Drama, Sports & Fitness","John D. Hancock, John Hancock",92,62
Matinee,PG,"Comedy, Drama, Horror, Kids & Family",Joe Dante,94,62
Burton And Taylor,PG,Drama,Richard Laxton,100,62
Oscar,PG,"Comedy, Drama, Mystery & Suspense",John Landis,12,63
A Dog of Flanders,PG,"Drama, Kids & Family",Kevin Brodie,21,63
Wuthering Heights,G,"Art House & International, Classics, Drama, Romance",Robert Fuest,50,63
Tron Legacy,PG,"Action & Adventure, Science Fiction & Fantasy",Joseph Kosinski,51,63
Diary of a Wimpy Kid: Dog Days,PG,"Comedy, Kids & Family",David Bowers,52,63
Because of Winn-Dixie,PG,"Comedy, Drama, Kids & Family, Sports & Fitness",Wayne Wang,55,63
All Dogs Go To Heaven,G,"Action & Adventure, Animation, Kids & Family","Don Bluth, Gary Goldman, Dan Kuenster",58,63
The Prince and the Pauper,PG,"Action & Adventure, Classics, Drama",William Keighley,60,63
Billy Jack,PG,"Action & Adventure, Classics, Cult Movies, Drama, Special Interest","Tom Laughlin, T.C. Frank",60,63
White Fang,PG,"Action & Adventure, Drama, Kids & Family",Randal Kleiser,63,63
Back to the Beach,PG,"Comedy, Musical & Performing Arts",Lyndall Hobbs,71,63
The Emperor's New Clothes,PG,"Comedy, Drama",Alan Taylor,73,63
Comic Book Confidential,PG,"Documentary, Musical & Performing Arts, Special Interest","Ron Mann, Charles Lippincott",75,63
The Adventures of Elmo in Grouchland,G,"Comedy, Kids & Family, Science Fiction & Fantasy",Gary Halvorson,77,63
Absence Of Malice,PG,"Drama, Mystery & Suspense, Romance",Sydney Pollack,80,63
The Absent-Minded Professor,G,"Comedy, Kids & Family, Science Fiction & Fantasy","Robert Stevenson, Robert Stevens",82,63
Mysterious Island,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy","Cyril Endfield, Cy Endfield",85,63
Mighty Joe Young,PG,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",Ernest B. Schoedsack,95,63
Suddenly,PG,"Action & Adventure, Classics, Drama, Mystery & Suspense",Lewis Allen,100,63
Alvin and the Chipmunks,PG,"Animation, Comedy, Kids & Family",Tim Hill,28,64
Brother Bear,G,"Animation, Kids & Family","Aaron Blaise, Bob Walker",37,64
The Blue Butterfly,PG,"Action & Adventure, Drama, Kids & Family",Léa Pool,44,64
Pocahontas,G,"Action & Adventure, Animation, Drama","Eric Goldberg, Mike Gabriel",55,64
*batteries not included,G,"Comedy, Kids & Family, Science Fiction & Fantasy",Matthew Robbins,60,64
Born Losers,PG,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense","Tom Laughlin, T.C. Frank",60,64
The Odessa File,PG,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",Ronald Neame,64,64
Sabrina,PG,"Comedy, Drama, Romance",Sydney Pollack,65,64
Christmas in the Clouds,PG,"Comedy, Kids & Family, Romance",Kate Montgomery,69,64
Big Miracle,PG,"Action & Adventure, Comedy, Drama, Romance",Ken Kwapis,75,64
American Folk,PG,"Drama, Musical & Performing Arts",David Heinz,76,64
Bandslam,PG,"Comedy, Drama, Musical & Performing Arts",Todd Graff,81,64
Dead of Night (Deathdream),PG,"Drama, Horror, Mystery & Suspense",Bob Clark,83,64
The Mummy,G,"Art House & International, Classics, Horror",Terence Fisher,89,64
Chicken Run,G,"Action & Adventure, Animation, Comedy, Drama, Kids & Family","Peter Lord, Nick Park",97,64
Condorman,PG,"Action & Adventure, Art House & International, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Charles Jarrott,25,65
The Undefeated,G,"Classics, Western",Andrew V. McLaglen,29,65
The Carpetbaggers,PG,"Classics, Drama, Romance",Edward Dmytryk,29,65
Epic,PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",Chris Wedge,64,65
Chances Are,PG,"Comedy, Science Fiction & Fantasy, Romance",Emile Ardolino,67,65
Ivanhoe,G,"Action & Adventure, Art House & International, Classics, Drama, Romance",Richard Thorpe,80,65
Eid milad Laila (Laila's Birthday),G,"Art House & International, Comedy, Drama",Rashid Masharawi,80,65
Clockwise,PG,"Action & Adventure, Comedy","Chris Morahan, Christopher Morahan",80,65
A Monster in Paris,PG,"Animation, Kids & Family",Bibo Bergeron,87,65
Daughters of the Dust,PG,"Drama, Romance",Julie Dash,98,65
The Last Song,PG,"Drama, Kids & Family, Romance",Julie Ann Robinson,20,66
X Games 3D: The Movie,PG,"Documentary, Sports & Fitness","Steven Lawrence, Steven Lawrence",38,66
Gone in 60 Seconds,PG,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",H.B. Halicki,43,66
Paheli,G,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Amol Palekar,57,66
Cloudy with a Chance of Meatballs 2,PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","Kris Pearn, Cody Cameron",71,66
The Love Bug,G,"Action & Adventure, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Robert Stevenson,75,66
Explorers,PG,"Drama, Kids & Family, Science Fiction & Fantasy",Joe Dante,77,66
Coma,PG,"Action & Adventure, Mystery & Suspense",Michael Crichton,80,66
Cheaper by the Dozen,PG,"Classics, Comedy, Kids & Family",Walter Lang,80,66
Bye Bye Birdie,G,"Classics, Comedy, Kids & Family, Musical & Performing Arts",George Sidney,89,66
Ballet Shoes,PG,"Drama, Kids & Family",Sandra Goldbacher,100,66
Conversations With God,PG,"Drama, Faith & Spirituality","Stephen Deutsch, Stephen Simon",7,67
Clifford,PG,"Comedy, Kids & Family",Paul Flaherty,10,67
Blue Hawaii,PG,"Classics, Musical & Performing Arts, Romance",Norman Taurog,29,67
Thumbelina,G,"Animation, Kids & Family","Don Bluth, Gary Goldman",30,67
Wide Awake,PG,"Comedy, Drama, Kids & Family",M. Night Shyamalan,40,67
Cantinflas,PG,Drama,Sebastián del Amo,45,67
Three Amigos!,PG,"Comedy, Western",John Landis,46,67
Dance with Me,PG,"Comedy, Drama, Musical & Performing Arts, Romance",Randa Haines,51,67
Short Circuit,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",John Badham,58,67
Angel and the Badman,PG,"Classics, Western, Romance",James Edward Grant,71,67
Charlotte's Web,G,"Animation, Kids & Family","Charles A. Nichols, Iwao Takamoto",76,67
Puss in Boots,PG,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Chris Miller,85,67
All of Me,PG,"Comedy, Science Fiction & Fantasy",Carl Reiner,92,67
Batman: Return Of The Caped Crusaders,PG,,Rick Morales,94,67
Babe,G,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Chris Noonan,97,67
Expelled: No Intelligence Allowed,PG,"Documentary, Special Interest",Nathan Frankowski,11,68
Uncle Nino,PG,"Comedy, Drama",Robert Shallcross,21,68
The Final Season,PG,"Art House & International, Drama",David Mickey Evans,24,68
Believe,PG,Drama,Billy Dickson,33,68
Only You,PG,"Comedy, Romance",Norman Jewison,52,68
Evita,PG,"Drama, Musical & Performing Arts",Alan Parker,63,68
The Eagle Has Landed,PG,"Action & Adventure, Art House & International, Mystery & Suspense",John Sturges,67,68
Exporting Raymond,PG,"Art House & International, Comedy, Documentary, Special Interest, Television",Phil Rosenthal,72,68
Destroy All Monsters,G,"Action & Adventure, Anime & Manga, Art House & International, Classics, Horror, Science Fiction & Fantasy",Ishirô Honda,75,68
Bright Star,PG,"Drama, Romance",Jane Campion,83,68
Monkey Business,PG,"Classics, Comedy, Drama, Science Fiction & Fantasy",Howard Hawks,88,68
Heaven Can Wait,PG,"Comedy, Science Fiction & Fantasy, Romance, Sports & Fitness","Warren Beatty, Buck Henry",89,68
Stage Fright,G,"Classics, Documentary, Drama, Mystery & Suspense",Alfred Hitchcock,90,68
Treasure Island,PG,"Action & Adventure, Classics, Kids & Family",Byron Haskin,100,68
Defence of the Realm (Defense of the Realm),PG,"Drama, Mystery & Suspense",David Drury,100,68
Cromwell,G,"Action & Adventure, Classics, Drama",Ken Hughes,33,69
"Corrina, Corrina",PG,"Comedy, Drama, Romance",Jessie Nelson,39,69
Darling Lili,G,"Classics, Drama, Musical & Performing Arts, Mystery & Suspense",Blake Edwards,40,69
Big Business,PG,Comedy,Jim Abrahams,44,69
Dirty Mary Crazy Larry,PG,"Action & Adventure, Drama",John Hough,50,69
Annie,G,"Comedy, Kids & Family, Musical & Performing Arts",John Huston,56,69
Simon,PG,"Comedy, Science Fiction & Fantasy",Marshall Brickman,57,69
Cleopatra,G,"Classics, Drama",Joseph L. Mankiewicz,61,69
The 11th Hour,PG,"Documentary, Special Interest","Nadia Conners, Leila Conners",67,69
The Boy Who Could Fly,PG,"Drama, Kids & Family, Science Fiction & Fantasy",Nick Castle Jr.,67,69
Cars 3,G,"Animation, Comedy, Kids & Family",Brian Fee,69,69
Curious George,G,"Animation, Comedy, Kids & Family",Matthew O'Callaghan,70,69
A Cop (Un Flic),PG,"Art House & International, Drama",Jean-Pierre Melville,78,69
Flash Gordon,PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",Mike Hodges,80,69
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,PG,"Documentary, Musical & Performing Arts, Special Interest, Gay & Lesbian",James Crump,85,69
DuckTales: The Movie - Treasure of the Lost Lamp,G,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",Bob Hathcock,88,69
Rocky,PG,"Drama, Sports & Fitness",John G. Avildsen,94,69
Indiscreet,PG,"Classics, Comedy, Romance",Stanley Donen,100,69
Chasing Mavericks,PG,Drama,"Curtis Hanson, Michael Apted",32,70
Camelot,G,"Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance","Joshua Logan, Moss Hart",44,70
Balto,G,"Action & Adventure, Animation, Kids & Family",Simon Wells,54,70
The Perfect Game,PG,"Drama, Kids & Family, Sports & Fitness",William Dear,57,70
Awake: The Life Of Yogananda,PG,Documentary,"Lisa Leeman, Paola di Florio",64,70
Mumbai Diaries,PG,"Art House & International, Drama",Kiran Rao (II),65,70
The Aristocats,G,"Animation, Comedy, Kids & Family, Musical & Performing Arts","Wolfgang Reitherman, Milt Kahl",66,70
Exodus,G,"Classics, Drama",Otto Preminger,67,70
American Teacher,G,"Documentary, Special Interest","Vanessa Roth, Brian McGinn",67,70
Beer Wars,PG,"Documentary, Drama, Special Interest",Anat Baron,67,70
Buena Vista Social Club: Adios,PG,Documentary,Lucy Walker,68,70
Clash of the Titans,PG,"Action & Adventure, Drama, Science Fiction & Fantasy",Desmond Davis,68,70
Father of the Bride,PG,Comedy,Charles Shyer,70,70
The Hunchback of Notre Dame,G,"Animation, Drama, Kids & Family","Gary Trousdale, Kirk Wise",71,70
The Rookie,G,Drama,John Lee Hancock,84,70
Bridge to Terabithia,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Gabor Csupo,85,70
The Parent Trap,PG,"Comedy, Kids & Family","Charles Shyer, Nancy Meyers",86,70
Broken Arrow,G,"Action & Adventure, Classics, Drama, Western, Romance",Delmer Daves,89,70
Dumbo,G,"Animation, Kids & Family, Science Fiction & Fantasy","Sam Armstrong, Jack Kinney, Norman Ferguson, Wilfred Jackson, Bill Roberts, Ben Sharpsteen, Samuel Armstrong",98,70
Change in the Air,PG,Drama,Dianne Dreyer,11,71
The Jazz Singer,PG,"Drama, Musical & Performing Arts",Richard Fleischer,19,71
Amazing Grace and Chuck,PG,"Drama, Kids & Family",Mike Newell,29,71
Footloose,PG,"Drama, Musical & Performing Arts, Romance",Herbert Ross,51,71
Return to Oz,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Walter Murch,52,71
A Dog's Way Home,PG,Drama,Charles Martin Smith,60,71
Chitty Chitty Bang Bang,G,"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Ken Hughes,67,71
An American Tail,G,"Action & Adventure, Animation, Kids & Family",Don Bluth,70,71
Victory,PG,"Action & Adventure, Drama",John Huston,71,71
Deathtrap,PG,"Comedy, Drama, Mystery & Suspense",Sidney Lumet,75,71
Silver Streak,PG,"Action & Adventure, Comedy, Romance",Arthur Hiller,80,71
Blackbeard's Ghost,G,"Comedy, Kids & Family, Science Fiction & Fantasy",Robert Stevenson,82,71
The Boy Friend,G,"Comedy, Musical & Performing Arts, Romance",Ken Russell,83,71
24 City (Er shi si cheng ji),G,"Art House & International, Documentary, Drama",Zhangke Jia,91,71
Bad Company,PG,"Action & Adventure, Drama, Western",Robert Benton,91,71
The Adventures of Ichabod and Mr. Toad,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","James Algar, Clyde Geronimi, Jack Kinney",93,71
"Goodbye, Mr. Chips",G,"Drama, Musical & Performing Arts, Romance",Herbert Ross,100,71
Running Free,G,"Action & Adventure, Drama, Kids & Family",Sergey Bodrov,27,72
A Home of Our Own,PG,"Drama, Kids & Family",Tony Bill,50,72
High School Musical 3: Senior Year,G,Musical & Performing Arts,Kenny Ortega,64,72
Dolphin Tale 2,PG,"Drama, Kids & Family",Charles Martin Smith,65,72
The Andromeda Strain,G,"Classics, Mystery & Suspense, Science Fiction & Fantasy",Robert Wise,67,72
Don 2,PG,"Art House & International, Mystery & Suspense",Farhan Akhtar,69,72
Frosty the Snowman,G,"Animation, Kids & Family","Arthur Rankin Jr., Jules Bass",73,72
Tommy,PG,"Drama, Musical & Performing Arts",Ken Russell,74,72
The Assassination Bureau,PG,"Action & Adventure, Art House & International, Comedy, Mystery & Suspense",Basil Dearden,75,72
The Bounty,PG,"Action & Adventure, Drama",Roger Donaldson,78,72
Countdown to Zero,PG,"Documentary, Special Interest",Lucy Walker,79,72
Dead Men Don't Wear Plaid,PG,"Comedy, Mystery & Suspense",Carl Reiner,79,72
Cannery Row,PG,"Classics, Comedy, Drama, Romance",David S. Ward,80,72
"Dancer, Texas Pop. 81",PG,"Comedy, Drama",Tim McCanlies,80,72
A Cat in Paris,PG,"Animation, Art House & International, Comedy, Kids & Family, Mystery & Suspense","Alain Gagnol, Jean-Loup Felicioli",83,72
Brigadoon,G,"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Vincente Minnelli,85,72
Cloudy With a Chance of Meatballs,PG,"Animation, Comedy, Kids & Family","Chris Miller, Christopher Miller, Phil Lord",86,72
Blind Spot: Hitler's Secretary,PG,"Art House & International, Documentary, Special Interest","André Heller, Othmar Schmiderer",86,72
Evil Under the Sun,PG,"Action & Adventure, Art House & International, Drama, Mystery & Suspense, Television",Guy Hamilton,86,72
A Bug's Life,G,"Animation, Kids & Family, Science Fiction & Fantasy","John Lasseter, Andrew Stanton",92,72
House of Wax,PG,"Drama, Horror, Mystery & Suspense",André De Toth,95,72
All Saints,PG,Drama,Steve Gomer,95,72
E.T. The Extra-Terrestrial,PG,"Kids & Family, Science Fiction & Fantasy",Steven Spielberg,98,72
The Apprenticeship of Duddy Kravitz,PG,"Art House & International, Classics, Comedy, Drama",Ted Kotcheff,100,72
Barbarosa,PG,"Action & Adventure, Western",Fred Schepisi,100,72
Belle's Magical World,G,"Animation, Comedy, Kids & Family","Bob Kline, Cullen Blaine",17,73
2016: Obama's America,PG,"Documentary, Special Interest","Dinesh D'Souza, John Sullivan",26,73
A Dog's Purpose,PG,"Comedy, Drama",Lasse Hallstrom,35,73
Legend,PG,"Drama, Science Fiction & Fantasy",Ridley Scott,36,73
Convoy,PG,"Action & Adventure, Drama",Sam Peckinpah,43,73
Digging to China,PG,Drama,Timothy Hutton,43,73
The Chronicles of Narnia: Prince Caspian,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy","Andrew Adamson, David Strangmuller",66,73
Darfur Now,PG,"Documentary, Drama, Musical & Performing Arts, Special Interest","Ted Braun, Theodore Braun",73,73
The Sunshine Boys,PG,"Classics, Comedy, Drama",Herbert Ross,78,73
Casey's Shadow,PG,"Action & Adventure, Comedy, Drama, Kids & Family",Martin Ritt,78,73
Bustin' Down the Door,PG,"Documentary, Sports & Fitness",Jeremy Gosch,79,73
9 to 5,PG,"Classics, Comedy",Colin Higgins,82,73
Creature from the Black Lagoon,G,"Classics, Cult Movies, Horror, Science Fiction & Fantasy",Jack Arnold,85,73
The Intruder (L'Intrus),G,"Art House & International, Drama",Claire Denis,86,73
Moby Dick,G,"Action & Adventure, Classics, Drama",John Huston,86,73
Quo Vadis?,PG,"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality",Mervyn LeRoy,88,73
Bambi,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","David Hand, Samuel Armstrong, Bill Roberts, James Algar, Graham Heid, Paul Satterfield, David D. Hand, Norman Wright, Perce Pearce",90,73
Matilda,PG,"Comedy, Kids & Family, Special Interest",Danny DeVito,90,73
A Place at the Table,PG,Documentary,"Kristi Jacobson, Lori Silverbush",90,73
Coraline,PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",Henry Selick,91,73
Cave of Forgotten Dreams,G,"Documentary, Special Interest",Werner Herzog,96,73
Don't Trip...He Ain't Through with Me Yet,PG,"Comedy, Musical & Performing Arts",Leslie Small,45,74
Cool It,PG,Documentary,Ondi Timoner,51,74
Becoming Jane,PG,"Drama, Romance",Julian Jarrold,58,74
Tempest,PG,"Comedy, Documentary, Drama, Special Interest",Paul Mazursky,60,74
Bedknobs and Broomsticks,G,"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Robert Stevenson,66,74
Peter Pan,PG,"Kids & Family, Science Fiction & Fantasy",P.J. Hogan,76,74
Another Country,PG,"Drama, Mystery & Suspense",Marek Kanievska,80,74
Bedazzled,PG,"Classics, Comedy, Science Fiction & Fantasy",Stanley Donen,82,74
Chisum,G,"Classics, Western",Andrew V. McLaglen,83,74
The Princess and the Frog,G,"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance","John Musker, Ron Clements",85,74
The Candidate,PG,"Classics, Drama",Michael Ritchie,87,74
"20,000 Leagues Under The Sea",G,"Action & Adventure, Drama, Kids & Family",Richard Fleischer,89,74
Bolt,PG,"Action & Adventure, Animation, Comedy","Byron Howard, Chris Williams (IX)",89,74
Father of the Bride,G,"Classics, Comedy, Drama",Vincente Minnelli,93,74
Romeo and Juliet,PG,"Drama, Romance",Franco Zeffirelli,94,74
A Christmas Carol,G,"Classics, Drama, Kids & Family, Science Fiction & Fantasy",Edwin L. Marin,100,74
Heidi,G,"Action & Adventure, Classics, Drama, Kids & Family",Allan Dwan,100,74
Cat Ballou,G,"Classics, Comedy, Musical & Performing Arts, Western","Elliot Silverstein, Elliott Silverstein",100,74
Camp Rock,G,"Comedy, Kids & Family, Musical & Performing Arts, Television, Romance",Matthew Diamond,45,75
The Education of Little Tree,PG,"Drama, Kids & Family",Richard Friedenberg,59,75
The Express,PG,Drama,Gary Fleder,61,75
Another Woman,PG,Drama,Woody Allen,63,75
Disneynature Chimpanzee,G,Documentary,"Alastair Fothergill, Mark Linfield",75,75
Disneynature Crimson Wing,G,Documentary,"Matthew Aeberhard, Leander Ward",75,75
Nicholas Nickleby,PG,Drama,Douglas McGrath,78,75
The Poseidon Adventure,PG,"Action & Adventure, Drama, Mystery & Suspense","Ronald Neame, Irwin Allen",79,75
Bill and Ted's Excellent Adventure,PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",Stephen Herek,79,75
Rock 'n' Roll High School,PG,Comedy,Allan Arkush,80,75
Disneynature Oceans,G,"Documentary, Drama","Jacques Cluzaud, Jacques Perrin",81,75
Bright Eyes,PG,"Action & Adventure, Classics, Comedy, Documentary, Drama, Musical & Performing Arts",David Butler,82,75
The Age of Innocence,PG,"Drama, Romance",Martin Scorsese,83,75
The Panic in Needle Park,PG,"Classics, Drama",Jerry Schatzberg,85,75
Captain January,G,"Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts",David Butler,86,75
Christmas in Connecticut,G,"Classics, Comedy",Peter Godfrey,88,75
The Parent Trap,G,"Classics, Comedy, Kids & Family, Romance",David Swift,90,75
The Wrong Man,PG,"Classics, Drama",Alfred Hitchcock,91,75
Under the Sea 3D,G,Documentary,Howard Hall,94,75
Death of a Salesman,PG,"Drama, Television",Volker Schlöndorff,100,75
Don't Bother to Knock,PG,"Classics, Drama, Mystery & Suspense",Roy Ward Baker,100,75
Joshua,G,Drama,Jon Purdy,22,76
Carbon Nation,PG,"Documentary, Special Interest",Peter Byck,40,76
Jesus Christ Superstar,G,"Drama, Musical & Performing Arts, Faith & Spirituality",Norman Jewison,55,76
The Cutting Edge,PG,"Comedy, Drama, Romance",Paul Michael Glaser,56,76
Electra Glide in Blue,PG,"Action & Adventure, Drama",James William Guercio,60,76
The Lottery,PG,"Documentary, Special Interest",Madeleine Sackler,62,76
Cross Creek,PG,Drama,Martin Ritt,67,76
The Mercenaries (Dark of the Sun),PG,"Action & Adventure, Drama",Jack Cardiff,67,76
Dinosaur 13,PG,"Action & Adventure, Documentary, Drama, Special Interest",Todd Douglas Miller,73,76
Brave,PG,"Animation, Comedy, Kids & Family","Brenda Chapman, Mark Andrews",78,76
Black Beauty,G,"Action & Adventure, Drama, Kids & Family",Caroline Thompson,80,76
The Hunchback of Notre Dame,PG,"Classics, Drama, Horror, Special Interest","Wallace Worsley, Wallace Worsley Sr.",91,76
Arthur Christmas,PG,"Animation, Comedy, Kids & Family","Sarah Smith, Barry Cook",92,76
Disneynature Monkey Kingdom,G,Documentary,"Mark Linfield, Alastair Fothergill",93,76
Boy and the World (O Menino e o Mundo),PG,"Animation, Art House & International",Alê Abreu,93,76
April and the Extraordinary World (Avril et le monde truqué),PG,"Action & Adventure, Animation, Comedy","Christian Desmares, Franck Ekinci",96,76
101 Dalmatians,G,"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense","Clyde Geronimi, Hamilton S. Luske, Wolfgang Reitherman, Hamilton Luske",98,76
The Color of Friendship,G,"Drama, Kids & Family, Television",Kevin Hooks,100,76
Goal! The Dream Begins (Goal!: The Impossible Dream),PG,"Drama, Sports & Fitness",Danny Cannon,42,77
"Brother Sun, Sister Moon (Fratello sole, sorella luna)",PG,"Classics, Drama, Faith & Spirituality",Franco Zeffirelli,42,77
Dog Days,PG,Comedy,Ken Marino,63,77
Selena,PG,Drama,Gregory Nava,67,77
Far From the Madding Crowd,PG,"Drama, Romance",John Schlesinger,72,77
Separate Tables,G,"Classics, Drama",Delbert Mann,73,77
African Cats,G,"Action & Adventure, Documentary, Special Interest","Keith Scholey, Alastair Fothergill",73,77
Before the Flood,PG,Documentary,Fisher Stevens,73,77
The Diary of Anne Frank,PG,"Classics, Drama",George Stevens,78,77
Emma,PG,"Comedy, Romance",Douglas McGrath,84,77
Tim Burton's Corpse Bride,PG,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy","Tim Burton, Mike Johnson",84,77
Anastasia,G,"Action & Adventure, Animation, Drama, Kids & Family",Don Bluth,85,77
Alfie,PG,"Classics, Comedy, Drama, Romance",Lewis Gilbert,96,77
The Winslow Boy,G,Drama,David Mamet,97,77
Intolerance,PG,Classics,D.W. Griffith,97,77
The Yearling,G,"Classics, Kids & Family",Clarence Brown,100,77
Captain Horatio Hornblower,G,"Action & Adventure, Classics, Drama",Raoul Walsh,100,77
